authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
"Elin Børøsund, Anders Meland, Hege R Eriksen, Christine M Rygg, Giske Ursin, Lise Solberg Nes",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""...iteratively conducted in close collaboration between key stakeholders, including experts within psychosocial oncology, cancer epidemiology, stress-management, and eHealth as well as survivors of breast cancer and health care providers.\"" - Methods"", ""A2 Iteration: \""The core content development group (LSN, AM, HRE, and GU) met in biweekly to monthly workshops... An expanded content development team... then continued to meet in biweekly to monthly workshops during the next phase...\"" and \""The newly developed exercises were audio-recorded prior to testing. User representatives (ie, 4 women with breast cancer) and 3 members of a project-related editorial team tested the new exercises in iterations.\"" - Methods / User Testing of New Exercises"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""...a series of workshops to identify cognitive behavioral and mindfulness specific StressProffen content, overlapping psychoeducational content, and areas where development and incorporation of new material were needed.\"" (Ideation) \""The StressProffen original content was first transferred to a Word... 4 experts... first independently reviewed the text and placed the content in the CBI or MBI columns... and then met to discuss steps for further project progress.\"" (Understanding/Ideation) \""The newly developed exercises were audio-recorded prior to testing.\"" (Prototyping) \""The user representatives ... tested the new exercises... This feedback... resulted in a more extended explanation before the exercises involving silence, and a shortening of some of the silent sections...\"" (Evaluation) - Methods / Results""], ""TASKS_elements"": [""\""This study has a number of limitations. First, user testing was performed by only 4 survivors of breast cancer.\"" - Limitations - This indicates a participant access/resource limitation that constrained the designers' ability to conduct broader user testing and may have limited designers' data and feedback for iterative design."", ""\""Some of the adaption and development of program content were conducted during the COVID-19 pandemic, meaning that several workshops had to be conducted digitally due to pandemic restrictions. This could potentially have impacted the development process.\"" - Limitations - This describes a process constraint (remote workshops) that affected how designers conducted iterative workshops and may have impacted productivity or the design process."", ""\""A legal disclaimer and a description of data collection, user rights and study contact information were included to meet ethical, privacy, and security requirements.\"" - Methods / Technical and Static Aspects and Adjustments - Incorporation of legal/privacy/security requirements represents external technical/process constraints that designers had to address and that affected design content and static pages."", ""\""The users expressed experiencing some frustration with the silence... This feedback from participants resulted in a more extended explanation before the exercises involving silence, and a shortening of some of the silent sections in the new mindfulness exercises.\"" - Results / User Testing of New Exercises - Participant reactions forced designers to adapt exercise content and structure, evidencing a designer-facing constraint arising from user feedback during iteration.""]}",,Borosund et al. - 2023 - Digital Cognitive Behavioral and Mindfulness Based Stress Management Interventions for Survivors of.txt,"Condition A: satisfied - The methods report active involvement of survivors and stakeholders shaping the design (user representatives and workshops), explicit iterative cycles (biweekly/monthly meetings and iterative user testing), and evidence of understanding users (content review and stakeholder input), ideation (workshops and content planning), prototyping (audio-recorded exercises and app versions), and evaluation (user testing with subsequent adjustments).; Condition B: satisfied - The paper documents designer-facing constraints: limited user testing sample (only 4 survivors), COVID-related shift to digital workshops that could impact development, mandatory privacy/security/legal requirements influencing content, and participant feedback (eg, silence in mindfulness exercises) that forced design adaptations.; Final rationale: Both the full HCD cycle (A1, A2, A3) and at least one valid designer-facing TASKS element are evidenced in Methods, Results, and Limitations. Therefore the study meets inclusion criteria.",Digital Cognitive Behavioral- and Mindfulness-Based Stress-Management Interventions for Survivors of Breast Cancer: Development Study
"Fionneke M. Bos, Lino von Klipstein, Ando C. Emerencia, Erwin Veermans, Tom Verhage, Evelien Snippe, Bennard Doornbos, Grietje Hadders-Prins, Marieke Wichers, Harriëtte Riese",Medium,Exclude,"{""HCD_fullcycle"": [""A1 User Involvement: \""S1. Interview guides for the focus groups, interviews, and usability sessions\"" (Contents) - indicates users (clients and clinicians) were interviewed and usability sessions were planned/conducted."", ""A2 Iteration: \""[No explicit phrasing indicating repeated refinement cycles or multiple iterative rounds found in provided sections]\"" (Contents) - no explicit evidence of iterative refinement cycles in the provided text."", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""S1. Interview guides for the focus groups, interviews, and usability sessions\"" (understanding/evaluation), \""S3. Overview of goals, subgoals, the matching diary schedule, and diary constructs\"" (ideation), \""S8. Design of the feedback module\"" and \""S9. EMA diary items\"" (prototyping) - section headings indicate components of all four phases, but do not by themselves document completed cycles or sequencing.""], ""TASKS_elements"": [""No designer-facing task constraints or difficulties quoted in the provided sections (no limitations or results text describing resource limits, participant access issues, cognitive/emotional strain of designers, skill gaps, or process/technical issues) - therefore no evidence that designers experienced barriers during this project in the provided text.""]}",Condition A not satisfied - missing explicit iterative cycles; Condition B not satisfied - no designer-facing constraints reported in provided text,Bos et al. - 2022 - A Web Based Application for Personalized Ecological Momentary Assessment in Psychiatric Care User Ce.txt,"Condition A: not satisfied - User involvement (A1) and evidence for lifecycle phases (A3) are suggested by section headings, but explicit repeated refinement/iteration (A2) is not present in the provided text.; Condition B: not satisfied - The provided text contains no quotes or statements that describe difficulties or constraints experienced by the designers; limitations affecting designers' ability to perform design activities are not present.; Final rationale: Based solely on the supplied Methods/Results/Discussion/Conclusion/Limitations-related headings and brief content list, the submission lacks explicit evidence of iterative cycles (A2) and lacks any designer-oriented task constraints (Condition B), so it must be excluded.",PErsonalized Treatment by Real-time Assessment (PETRA): User-centered development of a web-application for personalized diaries in psychiatric care
Guy A. Boy,High,Exclude,"{""HCD_fullcycle"": [""A1 User Involvement: \""Projects carried out at HCDi include: (1) Nuclear control room design, i.e., cognitive function analysis and allocation, human-centered automation, advanced interaction media, eye tracking experimentations; (2) The virtual camera in planetary exploration, i.e., multi-source data visualization techniques; (3) A multi-source weather awareness system for future cockpits... (5) Design of instructional technology for the online learning environment.\"" - Section 8 Conclusion (lists projects but provides no description of participatory co-design or users/stakeholders actively shaping the design)"", ""A2 Iteration: \""Simulation is used also to improve the model and eventually modify it (Figure 3). ... The M&S design cycle shows that modeling is a closed-loop process that in turn enables system re-design, modification of people practices/profiles and potential re-definition of other systems.\"" - Section 7 Modeling and simulation (conceptual description of an iterative cycle but no explicit report of repeated refinement cycles carried out by the authors on any project)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Apply human-centered design throughout the entire life cycle of LCSs.\"" - Section 8 Conclusion (statement of intent); and \""Simulation is typically computer-supported and generally, but not necessarily, interactive... Simulators enable people to engage into the activity that the system modeled enables them to perform... The modeling process produces a model that can be simulated on a simulator, which in turn produces experimental data.\"" - Section 7 Modeling and simulation (conceptual mentions of prototyping/simulation and evaluation but no concrete evidence in the paper's methods/results of the four phases: user understanding, ideation, prototyping, and evaluation having been enacted and reported by the authors)""], ""TASKS_elements"": []}","Condition A not satisfied: no reported evidence of a full HCD cycle (user involvement, explicit iteration, and all lifecycle phases enacted/reported). Condition B not satisfied: no reported designer-facing task constraints or barriers affecting design activities.",Boy - 2012 - What do we mean by Human Centered Design of Life Critical Systems.txt,"Condition A: not satisfied - The paper provides conceptual descriptions and lists projects but does not report concrete methods/results showing users/stakeholders actively shaped the design (A1), nor does it report explicit repeated refinement cycles performed by the authors (A2), nor does it present documented evidence of all four lifecycle phases (understanding users, ideation, prototyping, evaluation) being executed and reported (A3).; Condition B: not satisfied - The paper does not report designer-facing difficulties or constraints experienced during execution of design activities (no evidence of resource limits, participant access issues, cognitive/emotional strain, skill gaps, or process/technical issues affecting the designers), only general discussion of challenges in the field.; Final rationale: Because the paper lacks empirical/methodological reporting of a full HCD cycle and provides no designer-oriented task barriers from the authors' project work, it fails both Condition A and Condition B and must be excluded.",What do we mean by Human-Centered Design of Life-Critical Systems?
"Linda D. Breeman, Mike Keesman, Douwe E. Atsma, Niels H. Chavannes, Veronica Janssen, Lisette van Gemert-Pijnen, Hareld Kemps, Wessel Kraaij, Fabienne Rauwers, Thomas Reijnders, Wilma Scholte op Reimer, Jobke Wentzel, Roderik A. Kraaijenhagen, Andrea W.M. Evers",Medium,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""In total, six stakeholder activities were performed: 1. An interview study with 10 CVD patients... 3. An interview study with 16 healthcare professionals... 4. A focus group with 10 stakeholders... 5. Interviews with 6 representatives of CVD healthcare facilities... 6. Discussions with commercial eHealth developers\"" - Methods: 2.2.1.2 Stakeholder activities"", ""A2 Iteration: \""We followed the iterative approach to eHealth development as proposed in the CeHRes roadmap. With an iterative approach, results and data-analysis procedures are intertwined.\"" and \""Based on all feedback, the technology was further refined and beta-tested.\"" - Methods: 2.2 (Research approach and iterative development) and 2.2.3 Phase 3: iterative prototype design and evaluation"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Phase 1: contextual inquiry... Activities included examining existing knowledge, conducting a series of stakeholder interviews, and conducting a competitor review.\"" (Understanding users); \""Phase 2: value specification... Data from the previous research activities were synthesized... creation of ‘personas’, developing a customer journey\"" (Ideation); \""Phase 3: iterative prototype design and evaluation... translated each of the core attributes into tangible prototype designs...\"" (Prototyping); \""four activities were undertaken to evaluate and further improve the technology... cognitive walkthrough... heuristic evaluation... usability tests... think aloud study\"" (Evaluation) - Methods: 2.2.1, 2.2.2, 2.2.3""], ""TASKS_elements"": [""\""First, the number of participants of some studies was relatively small.\"" - Discussion / Limitations: 4.1 Strengths and limitations - [Shows a resource/participant limitation that reduced data diversity available to designers and thus affected design activities]"", ""\""Second, it may be noted that more healthcare professionals were interviewed than patients\"" - Discussion / Limitations: 4.1 Strengths and limitations - [Indicates sampling imbalance that could limit designers' ability to fully capture end-user (patient) perspectives during design]"", ""\""...many healthcare professionals indicated that providing support for healthy living was mostly a peripheral activity for them, and although healthcare professionals expressed the wish to receive an overview of eHealth applications to promote healthy living, they neither have time nor receive reimbursements to keep track of current developments.\"" - Results: Values 1-2 - [Shows participant access/time constraint among professionals that would limit depth or continuity of engagement and thereby constrain designers' implementation/integration choices]""]}",,Breeman et al. - 2021 - A multi stakeholder approach to eHealth development Promoting sustained healthy living among cardiov.txt,"Condition A: satisfied - The manuscript documents active user/stakeholder involvement (multiple interviews, focus group, think-aloud/usability tests), explicit iterative cycles (CeHRes roadmap, iterative prototype refinement and beta-testing), and evidence of all four lifecycle phases (contextual inquiry/understanding, value specification/ideation, prototype creation, and multiple evaluation methods).; Condition B: satisfied - The paper reports designer-relevant constraints: small participant numbers and imbalance between professionals and patients (limiting data diversity and representativeness) and stakeholders (healthcare professionals) having limited time/reimbursement, which constrained engagement—these affected the designers' ability to gather and use stakeholder input.; Final rationale: Both Condition A (full HCD cycle present) and Condition B (documented designer-facing task/constraint elements that impacted the project) are met based on the Methods, Results, Discussion and Limitations text; therefore the paper is included.",A multi-stakeholder approach to eHealth development: Promoting sustained healthy living among cardiovascular patients
"Meagan C Brown, PhD, MPH; Andrea R Paolino, MA; Katheen A Barnes, MD, MPH; Dea Papajorgji-Taylor, MPH, MA, CCRP; Loel S Solomon, PhD, MPP; Cara C Lewis, PhD; Elizabeth Bojkov, MPH, BSN, RN; Katie F Coleman, MSPH",High,Exclude,"{""HCD_fullcycle"": [""A1 User Involvement: \""The authors codeveloped the online continuing medical education course with patients and clinicians using user-centered design.\"" - [Methods]"", ""A2 Iteration: \""Transcripts from codesign activities were coded and analyzed by thematic analysis to identify major themes...\"" - [Methods] (No explicit statement of repeated refinement cycles or multiple rounds of feedback-redesign is provided.)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Transcripts from codesign activities were coded and analyzed by thematic analysis to identify major themes, including perceptions of social risk–informed care and barriers to care adjustment.\"" - [Methods]; \""The authors codeveloped the online continuing medical education course\"" - [Methods]; \""Existing evidence on contextualized care and shared decision making informed a general framework for primary care providers... paired with 3 interactive case studies based on real-world, clinician-supplied scenarios.\"" - [Discussion] (No explicit evidence of a user-evaluation phase such as user testing, usability assessment, pilot trial, or evaluation of the final course is reported.)""], ""TASKS_elements"": []}",Did not report full HCD cycle (no explicit iteration and no documented evaluation phase) and no designer-experienced task/constraint evidence.,Brown M.C. et al. - 2024 - Codesigning Online Continuing Medical Education on Social Health Integration and Social Risk Informe.txt,"Condition A: not satisfied - While user involvement (A1) is clearly reported, there is no explicit evidence of iteration (A2) in the form of multiple feedback-redesign cycles, nor is there explicit evidence of a complete lifecycle (A3) because an evaluation phase (user testing/usability/pilot trial) is not reported.; Condition B: not satisfied - The provided text does not report constraints or difficulties experienced by the designers (resource limits, participant access problems that limited design activities, cognitive/skill gaps, or process/technical issues). Reported issues (clinicians' ethical concerns, patient preferences) are user/implementation concerns, not documented designer-facing barriers.; Final rationale: Exclude because the paper does not demonstrate the required full HCD cycle (missing explicit iteration and a documented evaluation phase) and does not present evidence of designer-experienced task constraints required for Condition B.",Codesigning Online Continuing Medical Education on Social Health Integration and Social Risk–Informed Care for Primary Care Providers
"Benjamin Buck, PhD; Mary Wingerson, BA; Erica Whiting, BS; Jaime Snyder, MFA, PhD; Maria Monroe-DeVita, PhD; Dror Ben-Zeev, PhD",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""Participants completed semistructured needs assessment interviews followed by live prototype interaction sessions through videoconferencing links provided by the research team.\"" - [Methods: Phase 1: Intervention Development - Procedures]"", ""A2 Iteration: \""Open-ended feedback on the Bolster prototype was overall positive, but it also identified areas for improvement... Our team responded to these concerns by altering the method of presentation of psychoeducational content. All message-style interactions were removed.\"" - [Results: Phase 1 Prototyping / Insights and Design Objectives]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""In study phase 1, a total of 21 caregivers participated in a qualitative needs assessment to identify key intervention goals and engaged in a live interaction with a preliminary prototype... Design objectives were identified based on insights collected from qualitative interviews and prototyping sessions... This prototype included the following features: an interactive messaging-style (ie, preprogrammed rule-based chatbot) interface... In study phase 2, a second sample of 11 caregivers participated in a 1-week field trial of the Bolster mobile app.\"" - [Methods: Overview; Results: Insights and Design Objectives; Methods: Phase 1 Prototyping; Methods: Phase 2 Field Trial]""], ""TASKS_elements"": [""\""Design objectives for Bolster were constrained to some extent by predefined project goals. Bolster was a priori proposed as a self-guided mobile intervention. Thus, caregiver feedback related to intervention features that could require clinical support (eg, an expert question-and-answer feature) or social features (eg, peer forums) was incorporated into Bolster in a manner consistent with these a priori constraints (eg, providing clinician videos rather than synchronous communication and links to support websites rather than the development of new tools).\"" - [Limitations] - [Why it shows a designer barrier: This explicitly states a priori project constraints that limited the design team's ability to implement requested features requiring clinical or social support, i.e., a constraint experienced by designers that forced adaptation of design decisions.]""]}",,Buck B - 2023 - User Centered Development of Bolster an mHealth Intervention for Early Psychosis Caregivers Needs As.txt,"Condition A: satisfied - The paper documents active user involvement (needs assessment and live prototyping), explicit iteration (prototype feedback led to concrete redesigns such as removal of messaging-style interface), and a complete lifecycle including understanding (qualitative needs assessment), ideation/design objectives, prototyping, and evaluation (1-week field trial).; Condition B: satisfied - The Limitations section explicitly reports that design objectives were constrained by a priori project goals (self-guided intervention), which limited how designers could implement certain user-desired features, constituting a designer-facing constraint.; Final rationale: The study reports a full user-centered design cycle with documented iteration and user-shaped decisions, and it reports at least one clear constraint experienced by the design team; therefore it meets both Condition A and Condition B and is included.","User-Centered Development of Bolster, an mHealth Intervention for Early Psychosis Caregivers: Needs Assessment, Prototyping, and Field Trial"
"Sebastian Burchert, Mohammed Salem Alkneme, Martha Bird, Kenneth Carswell, Pim Cuijpers, Pernille Hansen, Eva Heim, Melissa Harper Shehadeh, Marit Sijbrandij, Edith van’t Hof, Christine Knaevelsrud",High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""N = 128 adult Syrian refugees residing in Germany, Sweden and Egypt took part in qualitative assessments. Access, usage, and potential barriers regarding information and communication technologies (ICTs) were assessed in free list interviews. Interactive prototypes of the app were presented in key informant interviews and evaluated on usability, user experience and dissemination strategies. Focus groups were conducted to verify the results.\"" - Materials and Methods"", ""A2 Iteration: \""In an iterative process of early prototype development, the user input collected in each phase was integrated into an initial prototype (presented in phase two) and a slightly updated version of the app prototype (presented in phase three).\"" - Materials and Methods"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Three phases of qualitative research were conducted ... The three phases utilized different data collection methods: free list interviews in phase one, key informant interviews in phase two, and focus group discussions in phase three.\"" AND \""The IDEAS framework... The paper builds on the earlier work... focuses on the phases (4–6) of the IDEAS framework. It reports on the early formative stages that were conducted to create and user-test initial prototypes of a second version of SbS that is optimized for self-guided use on smartphones and for a contact-on-demand guidance model\"" - Introduction / Materials and Methods""], ""TASKS_elements"": [""\""Working without audio recordings likely has affected data quality and data depth. The approach specifically limits possibilities to check data quality ex-post. This issue was addressed by providing training and clear guidelines to interviewers.\"" - Limitations - Why it shows a designer barrier: This describes a methodological constraint experienced by the design/research team that limited their ability to collect rich data and verify quality, affecting design activities and decisions."", ""\""Since the prototyping software was used instead of providing a functioning version of an actual app, certain elements such as the interactive exercises could only be simulated at this stage. In order to receive actual feedback on a working prototype it will be necessary to provide access to a fully functioning version.\"" - Limitations - Why it shows a designer barrier: This is a technical/process limitation encountered by the designers that prevented full user testing of interactive features and constrained iterative refinement."", ""\""Recruiting diverse respondents on other factors such as age or education was only attempted at the free list interviewing stage... it was especially challenging to recruit participants with a lower education background... It is possible that the respondents in this study did not represent all layers of the Syrian refugee population.\"" - Limitations - Why it shows a designer barrier: This recruitment constraint limited the designers' access to representative user input, reducing data diversity and potentially affecting adaptation decisions.""]}",,Burchert et al. - 2019 - User Centered App Adaptation of a Low Intensity E Mental Health Intervention for Syrian Refugees.txt,"Condition A: satisfied - The study documents active user involvement (free list interviews, prototype testing, focus groups), explicit iteration (prototype revised between phases), and covers all lifecycle activities (understanding via free lists, ideation/adaptation referenced via IDEAS phases, prototyping with interactive InVision prototypes, and evaluation via key informant interviews and focus groups).; Condition B: satisfied - The paper reports multiple designer-facing constraints (data quality limits from no audio recordings, limitations of using a non-functional prototyping tool, and recruitment difficulties) that affected the team's ability to perform design activities.; Final rationale: All required HCD criteria (user involvement, iteration, full lifecycle) are evidenced and at least one valid designer-facing task/constraint is documented; therefore the study meets inclusion criteria.",User-Centered App Adaptation of a Low-Intensity E-Mental Health Intervention for Syrian Refugees
Elin Børøsund; Jelena Mirkovic; Matthew M Clark; Shawna L Ehlers; Michael A Andrykowski; Anne Bergland; Marianne Westeng; Lise Solberg Nes,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""To ensure user involvement in each phase various user-centered design and service design methods were included, such as interviews, usability testing, and think aloud processes.\"" - [Methods]"", ""A2 Iteration: \""The stress management intervention program was developed in iterative processes\"" and \""Adjustments were made in 6 iterations to ensure easy language, short sentences, and focus on clear content for small screens.\"" and \""the prototype was evaluated via 4 consecutive iterations and refined and adjusted based on user feedback.\"" - [Methods - Software Development and Formative Evaluation]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The stress management intervention program was developed in iterative processes, as shown in Figure 1, through a combination of exploration phase: input from user representatives (ie, cancer survivors)...; intervention content development: identified and adjusted from the evidence-based cognitive behavioral stress management concept; iterative software development and formative evaluation; and (4) privacy, security, and organization anchoring considerations.\"" - [Methods - Overview/Exploration/Intervention Content Development/Software Development]""], ""TASKS_elements"": [""\""To ensure that patient diagnoses is not revealed if anyone was watching or the phone or tablet lost, one alternative was to ask users for a pin code or password each time they were accessing the app. Even though this measure would protect privacy for the users, such protection could potentially reduce ease of use... Another option was to completely avoid the word cancer and any cancer-specific information in the app. Based on user input and security recommendations, it was decided to choose the second option and not include diagnosis-specific information.\"" - [Results/Privacy, Security, and Organization Anchoring] - [Why it shows a designer barrier: Organizational privacy/security requirements constrained design choices and forced the team to remove cancer-specific content (a forced adaptation that limited what designers could include]."", ""\""The usability testing methods in this study may also present with limitations. First, usability testing involved all functionalities but not all content sentences. Second, the usability testing included a limited number of participants... Based on the above, it is possible that the usability testing of StressProffen so far captured only some of the potential barriers to continuous use over time. This will need to be further addressed in ongoing user research.\"" - [Discussion - Strengths, Limitations, and Future Directions] - [Why it shows a designer barrier: Limited usability testing scope and small participant numbers constrained the designers' ability to fully detect and address potential usability barriers, affecting design activities and iteration completeness].""]}",,Børøsund E - 2018 - A Stress Management App Intervention for Cancer Survivors Design Development and Usability Testing.txt,"Condition A: satisfied - Clear evidence of active user involvement (interviews, usability testing, think-aloud), explicit multiple iterative refinement cycles, and documentation of the full lifecycle stages (exploration/understanding, content ideation/development, low- and high-fidelity prototyping, and evaluation/usability testing).; Condition B: satisfied - Project documentation describes concrete constraints experienced by the design team (hospital privacy/security requirements that forced omission of cancer-specific content and trade-offs around authentication) and acknowledges limited usability testing scope/participant numbers that affected the ability to capture all usability barriers.; Final rationale: The paper reports a full user-centered iterative HCD process covering all required lifecycle phases with active user involvement and explicit iterations, and it documents designer-facing constraints (privacy/security-driven design trade-offs and limited usability testing) that impacted design decisions, meeting both Condition A and Condition B.","A Stress Management App Intervention for Cancer Survivors: Design, Development, and Usability Testing"
Joseph A Cafazzo; Mark Casselman; Nathaniel Hamming; Debra K Katzman; Mark R Palmert,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: \""We employed user-centered design methods that are commonly used in contemporary design and, in particular, consumer-oriented products. This entails the iterative involvement of the end user in the design process by eliciting formal feedback on reference and prototype versions of the intervention; heuristic evaluation by human factors specialists; and formative usability testing of the system.\"" - [Methods: User-Centered Design Phase]"", ""A2 Iteration: \""We employed a user-centered design philosophy to gather requirements and iteratively design the system, leveraging a base remote patient monitoring system that has been tested in other populations.\"" - [Methods: opening paragraph before User-Centered Design Phase]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""This design phase involved qualitative, ethnographic interviews with patients and family caregivers (parents) to inform the design and development of the app... Once a sufficient level of saturation was achieved through the focus groups, the recordings were transcribed verbatim... Themes that emerged were used to inform the design and development of the self-management system.\"" (Understanding/Ideation) - [Methods: User-Centered Design Phase]; \""To achieve this goal, we elected to have automated data transfers from their glucometer... We designed an adapter (called bluglu), which allows a OneTouch UltraMini glucometer... to communicate via Bluetooth, allowing the transfer of blood glucose reading wirelessly, to the iPhone device running bant.\"" (Prototyping) - [Results: Theme: Fast, Discrete Transactions]; \""In the 12-week evaluation phase, a pilot group of 20 adolescents aged 12–16 years... Each participant was supplied with the bant app running on an iPhone or iPod Touch and a LifeScan glucometer with a Bluetooth adapter for automated transfers to the app. The outcome measure was the average daily frequency of blood glucose measurement during the pilot compared with the preceding 12 weeks.\"" (Evaluation) - [Abstract / Methods: Clinical Pilot]""], ""TASKS_elements"": [""\""Of these, 2 did not complete the full 12-week pilot study and 6 did not have sufficient baseline data from the meters for us to perform the analysis for the primary outcome measure. Hence, we analyzed change in daily frequency of measurements for the remaining 12 patients.\"" - [Results: Clinical Pilot] - [Why it shows a designer barrier: Participant dropouts and missing baseline meter data directly limited the researchers' ability to perform planned analyses and reduced available evaluation data, a constraint affecting the design project's evaluation tasks]."", ""\""The pilot was limited to a single-site, small convenience sample with no control group, which limited our ability to generalize the findings and determine the efficacy of the intervention fully.\"" - [Limitations] - [Why it shows a designer barrier: Recruitment/resource constraints (single-site, small convenience sample) constrained the designers' ability to conduct a more rigorous evaluation and obtain diverse data required for broader validation].""]}",,Cafazzo et al. - 2012 - Design of an mHealth App for the Self management of Adolescent Type 1 Diabetes A Pilot Study.txt,"Condition A: satisfied - The study documents active end-user involvement (ethnographic interviews, parent/child interviews, focus groups), explicit iterative design language and activities, and evidence of all four lifecycle phases (user understanding, ideation/design principles, prototyping including bluglu and bant, and a 12-week pilot evaluation).; Condition B: satisfied - The paper reports designer-facing constraints: participant noncompletion and insufficient baseline meter data that limited analysis, and a small single-site convenience sample limiting evaluation—these affected the researchers' ability to perform design evaluation tasks.; Final rationale: The manuscript reports a full user-centered iterative HCD process with explicit prototyping and evaluation, and it also documents concrete, project-level constraints (dropouts, missing baseline data, small convenience sample) that impeded evaluation activities; therefore it meets both Condition A (full HCD cycle) and Condition B (designer-oriented task constraints) and should be included.",Design of an mHealth App for the Self-management of Adolescent Type 1 Diabetes: A Pilot Study
Ran A Cai; Dominik Beste; Hema Chaplin; Socrates Varakliotis; Linda Suffield; Francesca Josephs; Debajit Sen; Lucy R Wedderburn; Yiannakis Ioannou; Stephen Hailes; Despina Eleftheriou,High,Include,"{""HCD_fullcycle"": [""A1 User Involvement: [\""We used a qualitative, user-centered design approach involving YP, parents, and HCPs from the rheumatology team.\""] - Methods"", ""A2 Iteration: [\""The design of the app was modified and new screenshots were generated and evaluated until no further changes were suggested.\""] - Phase II: Evaluation and Integration Into Clinical Practice"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): [\""Phase I focused on developing consensus on the features and content of the app...understanding barriers and enablers to self-management in YP\"" (understanding); \""For phase I, we used a nominal group technique to develop consensus on the app content and features\"" (ideation); \""An app prototype was then developed in collaboration with the Computer Science Department...The agreed set of features were iteratively built into the app codebase by a developer\"" (prototyping); \""Phase III focused on usability testing of the final app interface for YP...YP answered a usability and acceptability questionnaire\"" (evaluation).] - Methods / Phase I / Phase III""], ""TASKS_elements"": [""[\""The HCPs also identified possible barriers to integration such as accessibility to all patients and demands for additional resources. For example, HCPs proposed that a desktop version of the app will be beneficial to allow access to YP without a mobile phone. In addition, HCPs were concerned about the additional time needed to monitor remote symptom deteriorations and interpret additional information collected from the app.\""] - Phase II: Clinical Practice Integration - [Shows designers faced resource and integration constraints (accessibility, additional HCP time) that affected design decisions such as limiting real-time monitoring and planning a desktop version]."", ""[\""Participation bias may have influenced the themes that emerged from our FGDs and interviews. For example, all study participants were computer literate and had easy access to smartphones; whether further refinements of the app are necessary for patients who are less familiar with this technology needs to be established. We considered this limitation by using open frameworks to develop the app so that it can be deployed as a desktop version...\""] - Limitations - [Shows participant access/selection constrained the design process and led designers to adapt by enabling desktop deployment to mitigate lack of smartphone access].""]}",,Cai et al. - 2017 - Developing and Evaluating JIApp Acceptability and Usability of a Smartphone App System to Improve Se.txt,"Condition A: satisfied - Clear user involvement through FGDs and co-design, explicit iterative development across three phases, and evidence of all four lifecycle phases (understanding, ideation, prototyping, evaluation).; Condition B: satisfied - Study documents designer-facing constraints (accessibility, additional resource/time demands, participation bias) that affected design choices and integration planning.; Final rationale: The paper reports an author-led, user-centered, iterative design process covering all HCD lifecycle stages and describes concrete constraints encountered by the design team and clinicians that influenced the design and implementation, meeting both Condition A and Condition B.",Developing and Evaluating JIApp: Acceptability and Usability of a Smartphone App System to Improve Self-Management in Young People With Juvenile Idiopathic Arthritis
